"","LSOA","Density.KM2","Outlets.1000","CHALICE.Density.PWC","CHALICE.Density","KDE","WIMD_Quintile","Morphology","Total","POP_X","POP_Y"
"458","W01000458",0.52994,6.74,0,1.085,0,4,"Village Hamlet & Isolated Dwellings",1483,326760,319456
"459","W01000459",0.11016,12.68,0,0.38881,0,4,"Village Hamlet & Isolated Dwellings",1025,308315,252633
"460","W01000460",0.19188,7.68,0,2.49548,10.6691770553589,4,"Village Hamlet & Isolated Dwellings",1562,309523,306427
"461","W01000461",0.21541,6.58,0.94419,2.34561,0,3,"Village Hamlet & Isolated Dwellings",1368,313797,319574
"462","W01000462",0.15918,5.74,0,0.44493,0,4,"Village Hamlet & Isolated Dwellings",871,320833,217656
"463","W01000463",0.17092,7.62,0,0.48107,0,4,"Village Hamlet & Isolated Dwellings",1837,314270,225167
"464","W01000464",0.01531,1.91,0,0.07723,0,4,"Village Hamlet & Isolated Dwellings",1048,318895,268620
"465","W01000465",0.10107,5.78,0.48215,0.79383,0,5,"Village Hamlet & Isolated Dwellings",865,315122,219571
"466","W01000466",1.71429,2.61,4.14907,5.01537,10.0764560699463,4,"Town and Fringe",1148,295491,284073
"467","W01000467",7.39726,21.46,17.65015,12.31561,8.51862621307373,5,"Town and Fringe",1258,295485,284716
"468","W01000468",0.03666,5.25,0,0.6708,0,4,"Village Hamlet & Isolated Dwellings",1333,307341,323825
"469","W01000469",0.09701,8.33,0,1.14089,0,4,"Village Hamlet & Isolated Dwellings",1441,316777,326898
"470","W01000470",0.2866,7.05,0,1.66627,0,4,"Village Hamlet & Isolated Dwellings",1703,321165,320166
"471","W01000471",0.08762,13.27,0,2.28007,0,3,"Village Hamlet & Isolated Dwellings",1583,290370,247757
"472","W01000472",0.16739,5.02,0,0.8737,0,5,"Village Hamlet & Isolated Dwellings",996,302782,260288
"473","W01000473",3.55731,9.71,4.24047,4.84665,15.6933126449585,3,"Town and Fringe",1854,275023,300938
"474","W01000474",0.05502,9.31,0,0.90957,0,4,"Village Hamlet & Isolated Dwellings",1504,290268,227758
"475","W01000475",0.0885,5.74,0,0.21581,0,4,"Village Hamlet & Isolated Dwellings",2092,313377,313895
"476","W01000476",0.80942,9.93,0.9929,2.38381,0.948517680168152,5,"Village Hamlet & Isolated Dwellings",1108,322053,296929
"477","W01000477",0.05295,7.43,0,0.2309,0,4,"Village Hamlet & Isolated Dwellings",1346,301236,269959
"478","W01000478",5.12821,1.49,0.62971,0.73416,4.14048337936401,2,"Urban > 10K",1340,309260,290828
"479","W01000479",5.76923,2.42,0.57125,1.63443,7.6315221786499,2,"Urban > 10K",1238,310048,291071
"480","W01000480",5.38173,24.16,4.35292,7.98557,1.30788779258728,2,"Urban > 10K",1780,311161,291230
"481","W01000481",0.28369,1.03,0.23692,2.95907,0,4,"Urban > 10K",1943,311423,292208
"482","W01000482",0.8589,4.8,4.14516,6.23989,0,5,"Urban > 10K",1457,310427,292003
"483","W01000483",2,4.08,1.48136,1.43956,1.86555957794189,2,"Urban > 10K",1471,309873,290526
"484","W01000484",0.03256,3.5,0,0.09499,0,4,"Village Hamlet & Isolated Dwellings",1430,323285,258617
"485","W01000485",0.6244,9.39,0.13709,3.13497,0.458934605121613,4,"Village Hamlet & Isolated Dwellings",1385,330665,265318
"486","W01000486",1.21065,5.15,2.94473,4.46804,0,4,"Town and Fringe",971,331776,264199
"487","W01000487",0.17215,13.98,3.10371,5.35304,0,3,"Town and Fringe",1717,296712,268096
"488","W01000488",0.05493,3.38,0,0.06448,0,3,"Village Hamlet & Isolated Dwellings",1776,308066,298886
"489","W01000489",4.64396,10.54,5.27754,5.86787,8.96499252319336,3,"Town and Fringe",1423,303740,228385
"490","W01000490",2.35294,1.35,1.01153,2.95096,1.77744042873383,5,"Town and Fringe",1481,304428,229337
"491","W01000491",0,0,0.12404,0.70865,0.454057216644287,2,"Town and Fringe",1274,303958,229332
"492","W01000492",56.57895,31.78,30.76039,18.75149,35.7940216064453,4,"Town and Fringe",1353,304586,228556
"493","W01000493",0.6237,2.68,0,2.93386,0.000119131720567,5,"Village Hamlet & Isolated Dwellings",1121,305480,228289
"494","W01000494",0.2712,10.43,1.27159,2.76198,0,4,"Town and Fringe",1438,315718,233332
"495","W01000495",0.09751,11.61,0,0.70161,0,4,"Village Hamlet & Isolated Dwellings",1723,306506,224968
"496","W01000496",0.08004,4.8,0,0.48882,0,3,"Village Hamlet & Isolated Dwellings",1874,285886,211628
"497","W01000497",0.15557,4.26,0,0.31704,0.000112408662972,4,"Village Hamlet & Isolated Dwellings",1173,328106,310952
"498","W01000498",1.16992,15.5,0,7.85316,0,2,"Town and Fringe",1355,322168,306658
"499","W01000499",5.43478,8.89,8.92229,7.50166,22.9750728607178,2,"Town and Fringe",1125,322989,307768
"500","W01000500",0.3268,2.9,0,1.0971,0.003228285117075,4,"Town and Fringe",1377,323277,308670
"501","W01000501",2.43902,9.41,5.39765,7.51443,0,4,"Town and Fringe",1806,322308,307948
"502","W01000502",3.68421,7.76,1.35795,2.75216,1.79937255382538,3,"Urban > 10K",1804,278314,209475
"503","W01000503",0.02607,4.72,0,0.07085,0,4,"Village Hamlet & Isolated Dwellings",848,298879,232534
"504","W01000504",2.63158,1.03,0.86968,1.76943,5.56064367294312,1,"Urban > 10K",974,279207,210769
"505","W01000505",0.31915,7.22,4.08313,3.22183,0,3,"Urban > 10K",1247,278956,210539
"506","W01000506",15.18987,19.34,11.27579,8.45712,18.7128372192383,4,"Town and Fringe",1241,245842,262723
"507","W01000507",0.3867,4.67,0,0.31967,0.897985875606537,4,"Village Hamlet & Isolated Dwellings",1071,225929,250074
"508","W01000508",1.12994,4.27,0,0.75314,2.51695013046265,3,"Town and Fringe",936,225448,251278
"509","W01000509",0.4902,1.87,0.43035,0.61568,8.5505067545e-05,3,"Town and Fringe",1604,218418,247039
"510","W01000510",7.80488,16.15,6.79402,9.90452,0,1,"Town and Fringe",991,218214,246384
"511","W01000511",3.78151,18.65,6.9604,10.37244,0.152937412261963,1,"Town and Fringe",965,217733,245744
"512","W01000512",8.92857,2.01,6.38439,7.02938,25.2757797241211,5,"Urban > 10K",2488,258938,281685
"513","W01000513",143.33333,20.25,38.60815,32.25215,55.7444458007812,3,"Urban > 10K",2123,258427,281719
"514","W01000514",6.89655,4.41,7.20512,12.93339,2.3665759563446,5,"Urban > 10K",2723,258690,282117
"515","W01000515",0.8547,0.83,2.41136,1.46759,1.84293401241302,2,"Urban > 10K",1208,259007,280279
"516","W01000516",4.10959,2.21,1.13332,0.99672,2.60602402687073,2,"Urban > 10K",1359,259397,280071
"517","W01000517",106.25,13.39,26.75295,26.92466,48.489990234375,4,"Urban > 10K",1270,258148,281467
"518","W01000518",7.69231,4.37,9.22454,8.37073,17.3706226348877,4,"Urban > 10K",1145,258322,281118
"519","W01000519",0.09876,3.33,0,0.24578,0,3,"Village Hamlet & Isolated Dwellings",1503,227990,244706
"520","W01000520",0.15723,3.75,0,0.52023,0,4,"Village Hamlet & Isolated Dwellings",799,262039,287622
"521","W01000521",2.34009,15.92,5.7068,2.91234,0.484880536794662,3,"Village Hamlet & Isolated Dwellings",942,260804,289980
"522","W01000522",0.08222,4.15,0,0.10389,0,3,"Village Hamlet & Isolated Dwellings",1206,243202,244317
"523","W01000523",0.04399,3.66,0,0.85846,0,4,"Village Hamlet & Isolated Dwellings",1638,266302,291019
"524","W01000524",0.17478,4.29,0,0.1673,0.658275425434113,4,"Village Hamlet & Isolated Dwellings",1631,247700,259931
"525","W01000525",0,0,0,0.17986,0,5,"Urban > 10K",1106,260871,281891
"526","W01000526",0.32895,0.66,0.4435,0.45553,0.001690285513178,5,"Urban > 10K",1519,260273,282278
"527","W01000527",22.91667,12.14,16.41663,9.69598,19.1009426116943,5,"Town and Fringe",1812,257802,248152
"528","W01000528",0.42772,3.91,4.88833,3.51579,0.021306348964572,3,"Town and Fringe",1279,257473,248384
"529","W01000529",0.10884,3.67,0.10291,0.31404,0.89719420671463,3,"Village Hamlet & Isolated Dwellings",1363,243118,256668
"530","W01000530",2.2293,1.88,2.01824,0.82042,3.57654976844788,5,"Urban > 10K",3731,260056,280996
"531","W01000531",0.1005,1.9,0,1.19336,0.33056166768074,3,"Village Hamlet & Isolated Dwellings",1578,233883,241435
"532","W01000532",0.1499,5.69,0,0.46625,0.28022038936615,4,"Village Hamlet & Isolated Dwellings",1759,239168,255034
"533","W01000533",0.84746,4.18,0,1.86984,0,2,"Town and Fringe",1196,241491,241068
"534","W01000534",0.20877,5.16,0,0.37834,0,5,"Village Hamlet & Isolated Dwellings",1356,259527,277876
"535","W01000535",0.08096,3.42,0,0.23074,0.494670838117599,3,"Village Hamlet & Isolated Dwellings",1756,253444,255721
"536","W01000536",0.03955,4.5,0,0.67214,0,3,"Village Hamlet & Isolated Dwellings",1332,263908,258113
"537","W01000537",0.04121,2.37,0,0.11409,0,3,"Village Hamlet & Isolated Dwellings",1266,260270,251759
"538","W01000538",0.08382,3.54,0,0.53389,0,4,"Village Hamlet & Isolated Dwellings",1412,256842,269503
"539","W01000539",0.06318,2.79,0,0.17477,0,3,"Village Hamlet & Isolated Dwellings",1075,253072,263696
"540","W01000540",0.15773,2.03,0,0.69776,0.619662165641785,4,"Village Hamlet & Isolated Dwellings",986,250660,266250
"541","W01000541",0.07305,3.18,0,0.39168,0,3,"Village Hamlet & Isolated Dwellings",1573,250511,246846
"542","W01000542",0.03577,4.21,0,0.57896,3.07267236709595,3,"Village Hamlet & Isolated Dwellings",1900,269747,268144
"543","W01000543",0.05008,5.69,0,0.22612,0.145299777388573,4,"Village Hamlet & Isolated Dwellings",1759,270564,279211
"544","W01000544",9.52381,24.61,6.14228,6.0748,5.46543741226196,3,"Town and Fringe",894,239002,259624
"545","W01000545",0.28169,8.47,0,0.41553,1.23854470252991,3,"Village Hamlet & Isolated Dwellings",1770,231900,251669
"546","W01000546",0.15536,2.92,0,0.31405,0,3,"Village Hamlet & Isolated Dwellings",1028,221200,244689
"547","W01000547",0.10646,2.89,0,0.12278,0,4,"Village Hamlet & Isolated Dwellings",1039,220154,248963
"548","W01000548",0.61941,5.34,0.1632,0.61857,1.09416484832764,4,"Village Hamlet & Isolated Dwellings",1685,261964,284864
"549","W01000549",0.11468,2.04,0,0.45197,0,5,"Village Hamlet & Isolated Dwellings",1469,265263,283950
"550","W01000550",0.06942,6.12,2.49393,1.9348,2.93008470535278,3,"Village Hamlet & Isolated Dwellings",980,268071,259972
"551","W01000551",0.18411,5.15,0,0.44052,0,3,"Village Hamlet & Isolated Dwellings",1164,235848,246219
"552","W01000552",0.04217,1.88,0,0.20681,0,4,"Village Hamlet & Isolated Dwellings",1592,264559,274480
"553","W01000553",1.15448,19.14,0,0.95675,0,4,"Village Hamlet & Isolated Dwellings",1097,215792,207912
"554","W01000554",0.24402,3.15,0,0.28108,0,4,"Village Hamlet & Isolated Dwellings",1589,197297,207661
"555","W01000555",0.13245,4.74,0,0.27055,0.219166919589043,4,"Village Hamlet & Isolated Dwellings",1265,191912,218871
"556","W01000556",0.43842,10.88,0.13976,0.71313,0.716288387775421,4,"Village Hamlet & Isolated Dwellings",1011,187904,220094
"557","W01000557",0.31306,5.41,0.10931,0.40054,1.68661403656006,4,"Village Hamlet & Isolated Dwellings",1295,205123,203808
"558","W01000558",0.3615,9.85,0,1.29207,0,3,"Village Hamlet & Isolated Dwellings",1625,220170,242015
"559","W01000559",0.07579,3.86,0,0.34888,0,3,"Village Hamlet & Isolated Dwellings",1297,222157,235851
"560","W01000560",0.04399,2.76,0,0.4593,0,4,"Village Hamlet & Isolated Dwellings",1088,214749,236320
"561","W01000561",0.24735,6.92,0,1.01365,0,3,"Village Hamlet & Isolated Dwellings",1011,219487,232196
"562","W01000562",0.15935,11.73,0,0.62414,0.692105948925018,4,"Village Hamlet & Isolated Dwellings",1364,200991,235143
"563","W01000563",0.48465,11.82,0.28284,0.88372,0.126365840435028,4,"Village Hamlet & Isolated Dwellings",1015,208813,206166
"564","W01000564",3.40909,5.46,1.1519,1.12035,3.29841232299805,4,"Village Hamlet & Isolated Dwellings",1099,211671,205844
"565","W01000565",7.69231,10.9,17.57551,6.64319,1.42144060134888,3,"Town and Fringe",1560,195852,237081
"566","W01000566",11.30952,13.88,10.68613,7.79864,11.5925769805908,3,"Town and Fringe",1369,195512,236891
"567","W01000567",4.35967,9.85,3.11461,2.28616,7.52254438400269,2,"Village Hamlet & Isolated Dwellings",1624,194237,238056
"568","W01000568",67.64706,23.12,16.9642,16.66858,51.4824409484863,2,"Urban > 10K",1990,195206,215642
"569","W01000569",1.25786,2.31,0.10686,2.44476,0.176909536123276,4,"Urban > 10K",864,194903,216301
"570","W01000570",3.57143,0.87,1.28942,1.06522,3.90086555480957,1,"Urban > 10K",1151,194171,215766
"571","W01000571",7.75862,4.42,1.82371,3.46471,15.3852605819702,3,"Urban > 10K",2037,194225,215403
"572","W01000572",6.80272,6.2,1.69389,3.07801,5.95061683654785,4,"Urban > 10K",1614,195880,216415
"573","W01000573",4.0201,3.72,4.04788,3.24314,1.27021706104279,4,"Urban > 10K",2148,194999,215004
"574","W01000574",0.09394,5.63,0.16103,0.43538,0,4,"Village Hamlet & Isolated Dwellings",1598,194218,199466
"575","W01000575",0.39968,4.65,1.40658,1.70864,0,2,"Town and Fringe",2150,192903,210666
"576","W01000576",0.61381,6.24,0.20524,1.16474,0.77816903591156,3,"Village Hamlet & Isolated Dwellings",1924,212010,207630
"577","W01000577",0.19711,6.69,0,0.45741,0.640366971492767,4,"Village Hamlet & Isolated Dwellings",1345,215516,213802
"578","W01000578",0.32908,5.45,0,0.72923,0,3,"Village Hamlet & Isolated Dwellings",1467,201196,201422
"579","W01000579",0.18679,5.89,0,0.85525,1.05329644680023,3,"Village Hamlet & Isolated Dwellings",1866,193905,227818
"580","W01000580",0.47361,3.69,0,0.72649,0.001322117168456,4,"Village Hamlet & Isolated Dwellings",1899,197947,210568
"581","W01000581",0.2277,9.46,0.16079,0.63251,0,4,"Village Hamlet & Isolated Dwellings",1268,185122,231395
"582","W01000582",0.10685,7.12,0,0.41927,3.5565608414e-05,3,"Village Hamlet & Isolated Dwellings",1405,209415,226949
"583","W01000583",0.2331,5.9,0.74162,0.76939,2.69152879714966,4,"Village Hamlet & Isolated Dwellings",1187,212036,220688
"584","W01000584",0.97009,13.23,0.30296,1.34535,0.243271484971046,4,"Village Hamlet & Isolated Dwellings",1814,207279,199392
"585","W01000585",0.22856,15.35,0,0.28136,0,3,"Village Hamlet & Isolated Dwellings",1238,205090,213861
"586","W01000586",0.44379,1.58,0.48549,0.57091,1.43671298027039,3,"Urban > 10K",1898,195045,214122
"587","W01000587",52.23881,20.24,10.5923,11.33622,31.173059463501,2,"Urban > 10K",1729,190827,205911
"588","W01000588",0.20202,0.58,1.46124,1.39985,0.000806174590252,2,"Urban > 10K",1723,191302,206400
"589","W01000589",28,7.25,4.33038,4.58587,24.6009731292725,2,"Urban > 10K",966,189573,206009
"590","W01000590",7.31707,2.87,3.31612,3.2067,10.3391618728638,3,"Urban > 10K",1044,189609,205665
"591","W01000591",0.45455,2.27,1.91612,1.47087,2.19797444343567,3,"Urban > 10K",881,189297,206338
"592","W01000592",5.55556,2.8,1.34627,1.68169,5.64513444900513,1,"Urban > 10K",1071,188861,206117
"593","W01000593",1.15607,1.83,0.28619,1.47744,0.931666910648346,3,"Urban > 10K",2180,191205,206872
"594","W01000594",13.69863,5.47,4.30821,7.15868,12.6986417770386,1,"Urban > 10K",1827,190419,206439
"595","W01000595",32.95455,17.48,17.16823,10.25124,21.435962677002,3,"Town and Fringe",1659,210939,214755
"596","W01000596",0.23678,4.61,0,0.63782,0.007686708588153,4,"Village Hamlet & Isolated Dwellings",1301,211275,213047
"597","W01000597",0.67873,12.78,5.56314,3.13167,0,4,"Town and Fringe",939,205507,238985
"598","W01000598",9.52381,6.25,4.92326,3.18008,8.65756797790527,3,"Town and Fringe",1921,196343,205463
"599","W01000599",0.3643,2.18,0,1.43097,0,2,"Town and Fringe",1837,195411,205607
"600","W01000600",60,14.69,14.11664,11.60725,22.7556571960449,2,"Town and Fringe",1430,196713,203488
"601","W01000601",3.7234,5.94,0.92735,1.5812,4.25624895095825,1,"Town and Fringe",1178,197601,203252
"602","W01000602",11.5942,6.71,2.15617,4.22208,5.49321222305298,3,"Town and Fringe",1193,197230,203955
"603","W01000603",4.83871,4.08,6.71023,6.91319,2.62946176528931,2,"Town and Fringe",1469,196409,203244
"604","W01000604",3.09278,2.38,0.41985,1.82338,1.61652445793152,2,"Town and Fringe",1258,196664,202521
"605","W01000605",3.4188,2.71,1.12313,1.74143,1.35189318656921,2,"Town and Fringe",1477,196148,202758
"606","W01000606",2.17391,2.23,1.08129,1.53765,3.69670605659485,1,"Town and Fringe",1347,197506,201414
"607","W01000607",1.28205,1.16,2.94486,2.55492,2.66343331336975,1,"Town and Fringe",1729,198598,201960
"608","W01000608",19.84733,22.17,6.90023,8.34512,4.77413368225098,2,"Town and Fringe",1173,198431,201215
"609","W01000609",0.40323,1.41,1.7303,1.60239,0.019407661631703,4,"Town and Fringe",2123,199349,201011
"610","W01000610",1.31387,18.26,0.87879,1.83271,0,4,"Village Hamlet & Isolated Dwellings",1479,211999,201044
"611","W01000611",0.31429,7.3,0,0.1691,0,4,"Village Hamlet & Isolated Dwellings",1506,196839,217330
"612","W01000612",0.48246,13.85,1.50416,4.21638,0,3,"Town and Fringe",1588,175959,225740
"613","W01000613",0.17819,7.45,0,1.29764,0,3,"Village Hamlet & Isolated Dwellings",1879,213767,244359
"614","W01000614",0.23459,9.11,0.27187,0.89327,0,3,"Village Hamlet & Isolated Dwellings",1208,183207,207587
"615","W01000615",0.8982,2.31,0.31302,1.62854,0.295703679323196,5,"Town and Fringe",1301,213031,204649
"616","W01000616",7.87172,28.24,13.80566,8.93015,3.34156155586243,4,"Town and Fringe",956,213484,205074
"617","W01000617",0.02811,1.67,0,0.13535,0.016647532582283,3,"Village Hamlet & Isolated Dwellings",1198,193625,234890
"618","W01000618",0.17982,7,0,0.77645,0,3,"Village Hamlet & Isolated Dwellings",1285,182279,224882
"619","W01000619",4.72103,5.95,0.91287,7.24603,0.944039821624756,4,"Town and Fringe",1850,212760,201072
"620","W01000620",273.68421,61.1,31.11543,33.45119,64.1861419677734,3,"Town and Fringe",851,213308,200436
"621","W01000621",6.26703,17.32,0.46827,12.32048,39.762149810791,3,"Town and Fringe",1328,212679,200465
"622","W01000622",0.30806,9.89,0,1.35663,0,4,"Village Hamlet & Isolated Dwellings",1315,186571,212947
"623","W01000623",0.04217,1.85,0,0.26664,0.078285738825798,3,"Village Hamlet & Isolated Dwellings",1624,200575,222128
"624","W01000624",0.09559,3.04,0,0.3568,0,4,"Village Hamlet & Isolated Dwellings",1974,244556,223976
"625","W01000625",2.35294,2.11,0.75415,2.20069,3.61313319206238,1,"Urban > 10K",947,262538,211637
"626","W01000626",28.57143,20.02,12.20077,7.93658,24.1399517059326,2,"Urban > 10K",1299,262851,212392
"627","W01000627",0.35842,2.3,0.79705,0.66894,0.201254785060883,2,"Urban > 10K",1740,263516,211437
"628","W01000628",7.57576,7.41,0.6867,1.34602,8.22975158691406,3,"Urban > 10K",1349,251997,200388
"629","W01000629",15,2.19,6.01531,6.81907,29.7003517150879,2,"Urban > 10K",1368,251209,200350
"630","W01000630",2.77778,0.79,2.0735,2.71392,12.4642744064331,3,"Urban > 10K",1263,251427,200122
"631","W01000631",6.38298,2.06,0.8656,1.64345,7.82029724121094,1,"Urban > 10K",1458,251553,199630
"632","W01000632",0,0,2.81676,3.3087,9.69017124176025,2,"Town and Fringe",1147,244676,201268
"633","W01000633",11.56463,13.33,6.26652,3.58896,2.56244373321533,2,"Town and Fringe",1275,244634,200717
"634","W01000634",0.82305,1.62,0.86924,0.87813,0.252416223287582,4,"Town and Fringe",1238,245279,201297
"635","W01000635",2.08333,5.7,2.5154,1.30834,1.24263501167297,3,"Urban > 10K",1754,254430,199422
"636","W01000636",1.49254,1.39,0.10841,0.72083,0.447991400957108,2,"Urban > 10K",1434,254197,200177
"637","W01000637",1.42857,2.56,1.37886,2.49469,0.225582018494606,2,"Urban > 10K",1172,240702,220803
"638","W01000638",7.69231,2.09,0.72717,1.91529,21.9284191131592,1,"Urban > 10K",958,241889,220821
"639","W01000639",16.27907,5.71,8.90522,9.2873,35.3113784790039,3,"Urban > 10K",1226,241102,220548
"640","W01000640",0,0,1.11251,0.43089,0.200384840369225,5,"Urban > 10K",1046,242248,221263
"641","W01000641",54.92958,40.5,21.17027,19.43687,74.0802001953125,2,"Urban > 10K",1926,241533,220331
"642","W01000642",0.96899,3.22,0,0.57562,1.02765917778015,4,"Urban > 10K",1553,239745,219047
"643","W01000643",3.1746,1.53,1.69887,1.59149,0.581828474998474,2,"Urban > 10K",1304,240005,220063
"644","W01000644",0.66313,3.72,0,0.42578,0.092881187796593,4,"Urban > 10K",1345,239217,220115
"645","W01000645",0,0,4.64004,7.15722,37.2526016235352,3,"Urban > 10K",1383,240511,220325
"646","W01000646",0.60099,14.62,0,3.5651,0.314533919095993,2,"Village Hamlet & Isolated Dwellings",1915,229951,238899
"647","W01000647",0.03922,3.96,0,0.21075,0,3,"Village Hamlet & Isolated Dwellings",1262,271861,234581
"648","W01000648",0.06542,3.82,0,0.35882,2.0031430721283,3,"Village Hamlet & Isolated Dwellings",1308,238440,229747
"649","W01000649",0.16234,5.03,0,0.37667,0,4,"Village Hamlet & Isolated Dwellings",1392,238981,223972
"650","W01000650",0.03685,4.25,0,0.25526,0,3,"Village Hamlet & Isolated Dwellings",1411,264554,240715
"651","W01000651",3.7037,5.23,1.00188,1.57844,5.15936470031738,4,"Urban > 10K",1339,252754,201227
"652","W01000652",1.88679,0.66,0.19039,0.74469,3.59394192695618,2,"Urban > 10K",1525,252182,201239
"653","W01000653",24.32432,7.25,6.79351,7.42909,24.8494834899902,3,"Urban > 10K",1242,250251,200843
"654","W01000654",60,24.06,12.08466,13.42993,46.9728012084961,2,"Urban > 10K",1496,250231,200257
"655","W01000655",3.36134,5.03,4.96843,3.53886,1.60866856575012,2,"Urban > 10K",1592,251685,201965
"656","W01000656",0.32938,2.89,1.02255,0.898,0.112869031727314,2,"Town and Fringe",1730,268810,213328
"657","W01000657",0.24722,2.21,1.25378,0.61124,0,2,"Village Hamlet & Isolated Dwellings",907,266873,213387
"658","W01000658",1.19617,4.86,0.72041,1.19052,3.57419013977051,2,"Town and Fringe",1029,267509,213731
"659","W01000659",7.14286,4.1,5.53022,4.46562,3.07499289512634,1,"Urban > 10K",1220,250976,199153
"660","W01000660",14.28571,3.79,6.39741,5.59325,14.0692491531372,1,"Urban > 10K",1321,250259,199423
"661","W01000661",2.06897,3.08,3.00848,1.55174,0,1,"Urban > 10K",1946,251506,198923
"662","W01000662",0.17131,2.23,0,0.60757,0,3,"Village Hamlet & Isolated Dwellings",1795,248280,207757
"663","W01000663",0.53405,2.1,0,0.39678,0.040378920733929,3,"Village Hamlet & Isolated Dwellings",1901,253812,213614
"664","W01000664",0.88106,4.95,0.75967,1.53096,1.98010289669037,3,"Village Hamlet & Isolated Dwellings",1617,256458,213952
"665","W01000665",0.14451,1.35,0.47592,0.67928,0.43418624997139,5,"Town and Fringe",1484,258200,204717
"666","W01000666",5.21739,5.4,3.27791,1.99878,4.45114660263062,4,"Town and Fringe",1111,257900,203656
"667","W01000667",5.88235,6.01,1.5186,2.27264,1.80295896530151,3,"Urban > 10K",1164,249876,201138
"668","W01000668",0.09756,1.22,0,0.34756,0.058176074177027,1,"Urban > 10K",820,248138,201695
"669","W01000669",3.3195,6.86,0.73487,1.61658,0.054072737693787,4,"Urban > 10K",1167,248781,200922
"670","W01000670",9.89011,6.4,2.6441,3.2464,7.79377937316895,2,"Town and Fringe",1406,240888,206837
"671","W01000671",0.65116,4.58,0,0.92677,1.85605955123901,3,"Village Hamlet & Isolated Dwellings",1529,241575,207269
"672","W01000672",0.21274,11.23,0,0.77873,0,3,"Village Hamlet & Isolated Dwellings",1425,223755,210623
"673","W01000673",0.62233,14.97,1.34822,3.78899,0.531156659126282,4,"Village Hamlet & Isolated Dwellings",1069,229748,210704
"674","W01000674",0.07814,4.42,0,0.2908,0,3,"Village Hamlet & Isolated Dwellings",1812,219462,223485
"675","W01000675",0.33723,8.45,0,0.78356,0.949568450450897,4,"Village Hamlet & Isolated Dwellings",1776,251158,217218
"676","W01000676",0.13178,4.42,0,2.25264,0,4,"Village Hamlet & Isolated Dwellings",1357,263558,221089
"677","W01000677",8.67347,13.55,13.09221,6.21251,0.437708377838135,3,"Town and Fringe",1255,262950,222446
"678","W01000678",0.03603,3.11,0,2.2592,0.438642352819443,3,"Town and Fringe",1288,278170,236886
"679","W01000679",4.31373,18.92,15.307,8.73798,1.03041100502014,4,"Town and Fringe",1163,276715,234395
"680","W01000680",0.22173,1.85,0,0.58703,0.474320501089096,4,"Village Hamlet & Isolated Dwellings",1622,262632,214450
"681","W01000681",0.98743,6.87,7.49654,2.34731,0,3,"Town and Fringe",1602,261740,215418
"682","W01000682",0.26842,7.82,0,0.52099,3.36988878250122,4,"Village Hamlet & Isolated Dwellings",1151,252472,223033
"683","W01000683",0.05208,5.98,0,0.58119,0,3,"Village Hamlet & Isolated Dwellings",1004,253846,229919
"684","W01000684",0.10101,3.15,0,0.18064,0,3,"Village Hamlet & Isolated Dwellings",1585,258385,218417
"685","W01000685",0.23835,6.83,0,1.03995,0,3,"Village Hamlet & Isolated Dwellings",1317,244144,235960
"686","W01000686",0.11646,5.5,0,0.2922,0,4,"Village Hamlet & Isolated Dwellings",1091,247943,238972
"687","W01000687",0.05178,6.1,0,0.91524,0.071503281593323,3,"Village Hamlet & Isolated Dwellings",1639,272609,227032
"688","W01000688",0.26455,3.47,0,0.60304,0.805629253387451,2,"Village Hamlet & Isolated Dwellings",1443,237543,238727
"689","W01000689",0.07245,2.03,0,0.14698,0,3,"Village Hamlet & Isolated Dwellings",1478,235964,237422
"690","W01000690",0.35503,2.09,1.24066,1.25275,0,3,"Urban > 10K",1435,255740,201830
"691","W01000691",0,0,0,0.07621,0.373722761869431,3,"Urban > 10K",1391,255127,200896
"692","W01000692",1.35747,2.35,2.95376,1.51142,0.007599479518831,4,"Urban > 10K",1277,256282,201942
"693","W01000693",4.54545,2.11,0.52018,0.42788,2.89130258560181,3,"Urban > 10K",949,241940,219405
"694","W01000694",0.30837,6.4,0,0.35072,0,4,"Urban > 10K",1094,243064,219026
"695","W01000695",1.4014,10.4,0,1.13331,0,2,"Village Hamlet & Isolated Dwellings",1346,246255,207876
"696","W01000696",0.08062,2.33,0,0.38906,0.099776290357113,3,"Village Hamlet & Isolated Dwellings",1288,246455,211395
"697","W01000697",4.91803,11.73,0,2.41616,9.62221050262451,2,"Village Hamlet & Isolated Dwellings",1534,255269,212312
"698","W01000698",0.86207,1.94,1.19969,0.73524,0.628858864307404,2,"Village Hamlet & Isolated Dwellings",1544,253812,211847
"699","W01000699",0.0638,1.56,0,0.51155,0.000411455228459,4,"Village Hamlet & Isolated Dwellings",1281,254515,209387
"700","W01000700",0.11893,4.07,0,0.52231,0.591231763362885,4,"Village Hamlet & Isolated Dwellings",1718,235637,214028
"701","W01000701",0.03032,1.49,0,0.29568,0,3,"Village Hamlet & Isolated Dwellings",1339,257524,245178
"702","W01000702",1.49533,6.69,0.70898,1.67153,0,2,"Village Hamlet & Isolated Dwellings",1196,252482,243716
"703","W01000703",35.71429,9.68,6.88315,9.03562,25.676061630249,2,"Urban > 10K",1550,250945,200773
"704","W01000704",4,1.42,0.36894,1.2876,4.30274438858032,4,"Urban > 10K",1413,251261,201476
"705","W01000705",2.94118,1.3,0.63295,1.85212,3.43306469917297,1,"Urban > 10K",1539,251482,201085
